Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
29374,7/10/13 9:01 AM,Wednesday,Auto,Bicycle,,Vassar St,Massachusetts Ave," Vassar St & Massachusetts Ave Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
29380,7/12/13 4:43 PM,Friday,Auto,Bicycle,204,PROSPECT ST,,"204 PROSPECT ST Cambridge, MA",42.370337,-71.100118,"(42.370337, -71.100118)"
29392,7/17/13 6:17 PM,Wednesday,Auto,Bicycle,1001,Cambridge St,,"1001 Cambridge St Cambridge, MA",42.373039,-71.093565,"(42.373039, -71.093565)"
29397,7/18/13 10:28 AM,Thursday,Auto,Bicycle,,Broadway,Portland St," Broadway & Portland St Cambridge, MA",42.365792,-71.09207,"(42.365792, -71.09207)"
29398,7/18/13 4:06 PM,Thursday,Auto,Bicycle,,Webster Ave,Columbia St," Webster Ave & Columbia St Cambridge, MA",42.373214,-71.094426,"(42.373214, -71.094426)"
29405,7/20/13 2:12 PM,Saturday,Auto,Bicycle,202,Hampshire St,,"202 Hampshire St Cambridge, MA",42.373109,-71.100254,"(42.373109, -71.100254)"
29406,7/19/13 4:02 PM,Friday,Auto,Bicycle,223,Western Ave,,"223 Western Ave Cambridge, MA",42.364788,-71.110961,"(42.364788, -71.110961)"
29408,7/20/13 12:10 PM,Saturday,Auto,Bicycle,,Putnam Ave,River St," Putnam Ave & River St Cambridge, MA",42.362257,-71.113547,"(42.362257, -71.113547)"
29409,7/21/13 12:14 PM,Sunday,Auto,Bicycle,,MAGAZINE ST,Putnam Ave," MAGAZINE ST & Putnam Ave Cambridge, MA",42.359115,-71.111084,"(42.359115, -71.111084)"
29414,7/22/13 5:22 PM,Monday,Auto,Bicycle,163,Hampshire St,,"163 Hampshire St Cambridge, MA",42.371782,-71.098295,"(42.371782, -71.098295)"
29418,7/21/13 3:10 PM,Sunday,Auto,Bicycle,,Wheeler St,Concord Ave," Wheeler St & Concord Ave Cambridge, MA",42.388628,-71.144098,"(42.388628, -71.144098)"
29420,7/22/13 5:23 PM,Monday,Auto,Bicycle,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872,-71.119394,"(42.384872, -71.119394)"
29424,7/23/13 9:42 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Trowbridge St," Massachusetts Ave & Trowbridge St Cambridge, MA",42.370095,-71.112929,"(42.370095, -71.112929)"
29428,7/24/13 9:00 AM,Wednesday,Auto,Bicycle,139,MAIN ST,,"139 MAIN ST Cambridge, MA",42.362222,-71.082262,"(42.362222, -71.082262)"
29440,7/23/13 4:09 PM,Tuesday,Auto,Bicycle,1000,Massachusetts Ave,,"1000 Massachusetts Ave Cambridge, MA",42.368945,-71.110924,"(42.368945, -71.110924)"
29446,7/30/13 5:23 PM,Tuesday,Auto,Bicycle,411,Broadway,Scouting Way,"411 Broadway Cambridge, MA",42.372528,-71.108791,"(42.372528, -71.108791)"
29451,7/31/13 6:59 PM,Saturday,Auto,Bicycle,,GARFIELD ST,OXFORD AVE," GARFIELD ST & OXFORD AVE Cambridge, MA",42.383665,-71.116114,"(42.383665, -71.116114)"
29452,8/1/13 8:35 AM,Thursday,Bus (Other),Bicycle,,GARDEN ST,Bond St," GARDEN ST & Bond St Cambridge, MA",42.381403,-71.126133,"(42.381403, -71.126133)"
29458,8/2/13 10:43 AM,Tuesday,Auto,Bicycle,2240,Massachusetts Ave,,"2240 Massachusetts Ave Cambridge, MA",42.393839,-71.126611,"(42.393839, -71.126611)"
29465,8/3/13 11:48 AM,Saturday,Auto,Bicycle,,KIRKLAND ST,OXFORD AVE," KIRKLAND ST & OXFORD AVE Cambridge, MA",42.376308,-71.115696,"(42.376308, -71.115696)"
29469,8/5/13 8:15 PM,Monday,Auto,Bicycle,,Cambridge St,Hampshire St," Cambridge St & Hampshire St Cambridge, MA",42.373729,-71.100837,"(42.373729, -71.100837)"
29485,8/8/13 6:39 PM,Thursday,Auto,Bicycle,,Broadway,Trowbridge Pl," Broadway & Trowbridge Pl Cambridge, MA",42.373196,-71.110836,"(42.373196, -71.110836)"
29507,8/14/13 8:29 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)"
29509,8/14/13 1:12 PM,Wednesday,Auto,Bicycle,193,Hampshire St,,"193 Hampshire St Cambridge, MA",42.372944,-71.099708,"(42.372944, -71.099708)"
29510,8/14/13 1:34 PM,Wednesday,Auto,Bicycle,440,Massachusetts Ave,,"440 Massachusetts Ave Cambridge, MA",42.363548,-71.100911,"(42.363548, -71.100911)"
29511,8/14/13 4:05 PM,Wednesday,Auto,Bicycle,,MOUNT AUBURN ST,GERRY ST," MOUNT AUBURN ST & GERRY ST Cambridge, MA",42.37388,-71.124372,"(42.37388, -71.124372)"
29518,8/16/13 6:42 AM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,HOMER AVE," MOUNT AUBURN ST & HOMER AVE Cambridge, MA",42.374967,-71.148015,"(42.374967, -71.148015)"
29524,8/17/13 9:23 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,Russell St," Massachusetts Ave & Russell St Cambridge, MA",42.391769,-71.12387,"(42.391769, -71.12387)"
29534,8/21/13 9:49 AM,Wednesday,Auto,Bicycle,,HARVARD ST,Trowbridge St," HARVARD ST & Trowbridge St Cambridge, MA",42.371454,-71.112005,"(42.371454, -71.112005)"
29536,8/21/13 9:46 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Sidney St," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,"(42.36295, -71.09958)"
29545,8/23/13 10:05 AM,Friday,Auto,Bicycle,32,QUINCY ST,,"32 QUINCY ST Cambridge, MA",42.374178,-71.114444,"(42.374178, -71.114444)"
29553,8/23/13 8:29 PM,Friday,Auto,Bicycle,,Massachusetts Ave,DUNSTER ST," Massachusetts Ave & DUNSTER ST Cambridge, MA",42.373333,-71.118581,"(42.373333, -71.118581)"
29555,8/22/13 12:40 PM,Thursday,Auto,Bicycle,1621,Cambridge St,,"1621 Cambridge St Cambridge, MA",42.374873,-71.109046,"(42.374873, -71.109046)"
29560,8/27/13 8:00 PM,Tuesday,Auto,Bicycle,2150,Massachusetts Ave,,"2150 Massachusetts Ave Cambridge, MA",42.392158,-71.124614,"(42.392158, -71.124614)"
29571,8/30/13 3:59 PM,Friday,Bicycle,Parked Vehicle,1783,Massachusetts Ave,,"1783 Massachusetts Ave Cambridge, MA",42.385988,-71.119062,"(42.385988, -71.119062)"
29585,9/5/13 9:49 AM,Thursday,Truck,Bicycle,1039,Massachusetts Ave,,"1039 Massachusetts Ave Cambridge, MA",42.36993,-71.112459,"(42.36993, -71.112459)"
29593,9/5/13 10:00 AM,Thursday,Auto,Bicycle,,Hampshire St,Inman St," Hampshire St & Inman St Cambridge, MA",42.373475,-71.100531,"(42.373475, -71.100531)"
29600,9/8/13 5:19 PM,Sunday,Auto,Bicycle,,Gore St,RUFO RD," Gore St & RUFO RD Cambridge, MA",42.372598,-71.085238,"(42.372598, -71.085238)"
29608,9/8/13 1:09 PM,Sunday,Auto,Bicycle,2327,Massachusetts Ave,Woodbridge St,"2327 Massachusetts Ave Cambridge, MA",42.395899,-71.128316,"(42.395899, -71.128316)"
29620,9/10/13 1:03 PM,Tuesday,Taxi,Bicycle,2161,Massachusetts Ave,,"2161 Massachusetts Ave Cambridge, MA",42.392537,-71.124399,"(42.392537, -71.124399)"
29622,9/10/13 6:42 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,EXETER PARK," Massachusetts Ave & EXETER PARK Cambridge, MA",42.384803,-71.119405,"(42.384803, -71.119405)"
29631,9/12/13 3:40 PM,Thursday,Auto,Bicycle,326,Broadway,,"326 Broadway Cambridge, MA",42.369442,-71.101723,"(42.369442, -71.101723)"
29643,9/13/13 5:10 PM,Saturday,Auto,Bicycle,,HURON AVE,FAYERWEATHER ST," HURON AVE & FAYERWEATHER ST Cambridge, MA",42.381305,-71.137337,"(42.381305, -71.137337)"
29654,9/19/13 12:04 PM,Thursday,Auto,Bicycle,,Kirkland Rd,MYRTLE AVE," Kirkland Rd & MYRTLE AVE Cambridge, MA",42.377979,-71.107811,"(42.377979, -71.107811)"
29655,9/19/13 9:20 AM,Thursday,Auto,Bicycle,,Putnam Ave,MOUNT AUBURN ST," Putnam Ave & MOUNT AUBURN ST Cambridge, MA",42.370091,-71.113336,"(42.370091, -71.113336)"
29663,9/24/13 9:59 AM,Saturday,Auto,Bicycle,,OXFORD AVE,PRENTISS ST," OXFORD AVE & PRENTISS ST Cambridge, MA",42.384312,-71.116095,"(42.384312, -71.116095)"
29666,9/23/13 8:15 AM,Monday,Auto,Bicycle,,MASSACHUSETTS  AVE BRDG,DOUGLASS ST," MASSACHUSETTS  AVE BRDG & DOUGLASS ST Cambridge, MA",42.363888,-71.101207,"(42.363888, -71.101207)"
29681,9/26/13 5:29 PM,Thursday,Auto,Bicycle,,Brookline St,GRANITE ST," Brookline St & GRANITE ST Cambridge, MA",42.355082,-71.110329,"(42.355082, -71.110329)"
29692,8/28/13 2:00 PM,Saturday,Auto,Bicycle,,HURLEY ST,Third St," HURLEY ST & Third St Cambridge, MA",42.3683,-71.080574,"(42.3683, -71.080574)"
29702,9/30/13 5:19 PM,Monday,Auto,Bicycle,15,Vassar St,,"15 Vassar St Cambridge, MA",42.362495,-71.090356,"(42.362495, -71.090356)"
29715,10/2/13 7:50 AM,Wednesday,Auto,Bicycle,96,Concord Ave,,"96 Concord Ave Cambridge, MA",42.381294,-71.129389,"(42.381294, -71.129389)"
29726,10/3/13 6:00 PM,Thursday,Auto,Bicycle,,Cambridge St,Warren St," Cambridge St & Warren St Cambridge, MA",42.372102,-71.088276,"(42.372102, -71.088276)"
29727,10/4/13 6:26 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389,-71.096953,"(42.361389, -71.096953)"
29739,10/5/13 11:58 PM,Saturday,Auto,Bicycle,,MOUNT AUBURN ST,HOLYOKE ST," MOUNT AUBURN ST & HOLYOKE ST Cambridge, MA",42.37197,-71.118574,"(42.37197, -71.118574)"
29746,10/7/13 12:11 PM,Monday,Auto,Bicycle,130,Waverly St,,"130 Waverly St Cambridge, MA",42.356412,-71.105314,"(42.356412, -71.105314)"
29754,10/9/13 6:10 PM,Wednesday,Auto,Bicycle,,JFK St,SOUTH ST," JFK St & SOUTH ST Cambridge, MA",42.371633,-71.120922,"(42.371633, -71.120922)"
29755,10/10/13 8:00 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,Rindge Ave," Massachusetts Ave & Rindge Ave Cambridge, MA",42.392615,-71.124874,"(42.392615, -71.124874)"
29756,10/10/13 8:00 AM,Thursday,Auto,Bicycle,,GARDEN ST,Bond St," GARDEN ST & Bond St Cambridge, MA",42.381403,-71.126133,"(42.381403, -71.126133)"
29758,10/10/13 12:55 PM,Thursday,Taxi,Bicycle,,Rindge Ave,MONTGOMERY ST," Rindge Ave & MONTGOMERY ST Cambridge, MA",42.393507,-71.133107,"(42.393507, -71.133107)"
29760,10/10/13 6:46 PM,Thursday,Auto,Bicycle,1637,Massachusetts Ave,,"1637 Massachusetts Ave Cambridge, MA",42.381028,-71.119515,"(42.381028, -71.119515)"
29761,10/11/13 9:00 AM,Friday,Auto,Bicycle,,Concord Ave,Chilton St," Concord Ave & Chilton St Cambridge, MA",42.384918,-71.136532,"(42.384918, -71.136532)"
29774,10/10/13 5:19 PM,Thursday,Auto,Bicycle,189,Hampshire St,,"189 Hampshire St Cambridge, MA",42.372839,-71.099443,"(42.372839, -71.099443)"
29776,10/15/13 5:38 PM,Tuesday,Auto,Bicycle,,Broadway,Norfolk St," Broadway & Norfolk St Cambridge, MA",42.36852,-71.099001,"(42.36852, -71.099001)"
29780,10/16/13 6:23 PM,Wednesday,Auto,Bicycle,,Concord Ave,FAYERWEATHER ST," Concord Ave & FAYERWEATHER ST Cambridge, MA",42.384591,-71.135792,"(42.384591, -71.135792)"
29783,10/17/13 3:56 PM,Thursday,Pedestrian,Bicycle,,Hampshire St,Cambridge St," Hampshire St & Cambridge St Cambridge, MA",42.373729,-71.100837,"(42.373729, -71.100837)"
29787,10/17/13 6:30 PM,Thursday,Auto,Bicycle,,Concord Ave,Craigie St," Concord Ave & Craigie St Cambridge, MA",42.379415,-71.125713,"(42.379415, -71.125713)"
29797,10/11/13 9:49 PM,Friday,Auto,Bicycle,306,Webster Ave,,"306 Webster Ave Cambridge, MA",42.373602,-71.094629,"(42.373602, -71.094629)"
29803,10/22/13 9:00 AM,Tuesday,Auto,Bicycle,,Third St,SPRING ST," Third St & SPRING ST Cambridge, MA",42.368965,-71.080324,"(42.368965, -71.080324)"
29805,10/22/13 11:29 AM,Tuesday,Auto,Bicycle,147,Columbia St,,"147 Columbia St Cambridge, MA",42.36685,-71.098035,"(42.36685, -71.098035)"
29808,10/22/13 10:30 AM,Tuesday,Bicycle,Parked Vehicle,,Western Ave,HEWS ST," Western Ave & HEWS ST Cambridge, MA",42.364554,-71.113083,"(42.364554, -71.113083)"
29812,10/19/13 1:02 PM,Saturday,Auto,Bicycle,402,Rindge Ave,,"402 Rindge Ave Cambridge, MA",42.393109,-71.140016,"(42.393109, -71.140016)"
29814,10/23/13 3:55 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Upland Rd," Massachusetts Ave & Upland Rd Cambridge, MA",42.388173,-71.119415,"(42.388173, -71.119415)"
29835,10/25/13 8:39 AM,Saturday,Auto,Bicycle,,Broadway,LEE ST," Broadway & LEE ST Cambridge, MA",42.370823,-71.104839,"(42.370823, -71.104839)"
29842,10/27/13 6:24 PM,Sunday,Auto,Bicycle,,Hampshire St,Tremont St," Hampshire St & Tremont St Cambridge, MA",42.371501,-71.098121,"(42.371501, -71.098121)"
29848,10/27/13 6:49 PM,Sunday,Auto,Bicycle,,MOUNT AUBURN ST,Dewolfe St," MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.371077,-71.116118,"(42.371077, -71.116118)"
29856,10/25/13 2:45 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
29857,10/29/13 12:17 PM,Tuesday,Auto,Bicycle,1781,Massachusetts Ave,Lancaster St,"1781 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)"
29859,10/29/13 5:48 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,GOLD STAR RD," Massachusetts Ave & GOLD STAR RD Cambridge, MA",42.398306,-71.131306,"(42.398306, -71.131306)"
29866,10/30/13 8:00 PM,Wednesday,Auto,Bicycle,,GREEN ST,Brookline St," GREEN ST & Brookline St Cambridge, MA",42.363417,-71.101935,"(42.363417, -71.101935)"
29887,11/4/13 5:45 PM,Monday,Auto,Bicycle,,Albany St,Massachusetts Ave," Albany St & Massachusetts Ave Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)"
29888,11/5/13 11:55 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
29889,11/5/13 5:04 PM,Tuesday,Auto,Bicycle,45,Sidney St,,"45 Sidney St Cambridge, MA",42.361916,-71.101423,"(42.361916, -71.101423)"
29893,11/6/13 7:40 AM,Wednesday,Auto,Bicycle,,PROSPECT ST,Bishop Allen Dr," PROSPECT ST & Bishop Allen Dr Cambridge, MA",42.366343,-71.10316,"(42.366343, -71.10316)"
29904,11/11/13 1:40 PM,Monday,Auto,Bicycle,212,Hampshire St,,"212 Hampshire St Cambridge, MA",42.373323,-71.100533,"(42.373323, -71.100533)"
29909,11/8/13 3:13 PM,Friday,Auto,Bicycle,1,Brattle Sq,,"1 Brattle Sq Cambridge, MA",42.373137,-71.121296,"(42.373137, -71.121296)"
29910,11/8/13 3:58 PM,Friday,Bicycle,Auto,,Cambridge St,IRVING ST," Cambridge St & IRVING ST Cambridge, MA",42.375056,-71.1111,"(42.375056, -71.1111)"
29912,11/8/13 7:28 PM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,ELIOT ST," MOUNT AUBURN ST & ELIOT ST Cambridge, MA",42.372869,-71.1214,"(42.372869, -71.1214)"
29913,11/8/13 10:06 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
29927,11/13/13 10:54 AM,Wednesday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)"
29941,11/17/13 6:04 PM,Sunday,Auto,Bicycle,325,Vassar St,,"325 Vassar St Cambridge, MA",42.354934,-71.105695,"(42.354934, -71.105695)"
29945,11/18/13 6:40 AM,Monday,Auto,Bicycle,,Massachusetts Ave,PEARL ST," Massachusetts Ave & PEARL ST Cambridge, MA",42.36471,-71.102567,"(42.36471, -71.102567)"
29947,11/18/13 4:47 PM,Monday,Auto,Bicycle,,MIDDLESEX ST,Rindge Ave," MIDDLESEX ST & Rindge Ave Cambridge, MA",42.393382,-71.131032,"(42.393382, -71.131032)"
29954,11/19/13 9:30 AM,Tuesday,Taxi,Bicycle,,Vassar St,MAIN ST," Vassar St & MAIN ST Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)"
29963,11/20/13 9:13 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)"
29964,11/21/13 9:10 AM,Thursday,Auto,Bicycle,190,Albany St,,"190 Albany St Cambridge, MA",42.359275,-71.099342,"(42.359275, -71.099342)"
29971,11/15/13 8:10 AM,Friday,Motorcycle,Bicycle,,SOMERVILLE AVE,White St," SOMERVILLE AVE & White St Cambridge, MA",42.388566,-71.11904,"(42.388566, -71.11904)"
29983,11/26/13 12:01 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
30016,12/3/13 5:12 PM,Tuesday,Auto,Bicycle,,Cardinal Medeiros Ave,Michael Way," Cardinal Medeiros Ave & Michael Way Cambridge, MA",42.369754,-71.089806,"(42.369754, -71.089806)"
30024,12/6/13 7:40 PM,Friday,Truck,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
30041,10/13/13 5:00 PM,Friday,Auto,Bicycle,,Fern St,Concord Ave," Fern St & Concord Ave Cambridge, MA",42.385955,-71.138872,"(42.385955, -71.138872)"
30043,12/11/13 6:14 PM,Wednesday,Auto,Bicycle,975,Cambridge St,,"975 Cambridge St Cambridge, MA",42.372832,-71.092966,"(42.372832, -71.092966)"
30053,12/12/13 8:15 AM,Thursday,Auto,Bicycle,,Hampshire St,," Hampshire St &  Cambridge, MA",,,
30057,12/13/13 8:42 AM,Friday,Auto,Bicycle,,HURON AVE,," HURON AVE &  Cambridge, MA",,,
30090,12/20/13 5:57 PM,Friday,Auto,Bicycle,297,Broadway,,"297 Broadway Cambridge, MA",42.368828,-71.099429,"(42.368828, -71.099429)"
30163,1/6/14 5:30 PM,Monday,Auto,Bicycle,,Cambridge St,OAK ST,"Cambridge St & OAK ST Cambridge, MA",42.3735771,-71.0996628,"(42.3735771, -71.0996628)"
30165,1/16/14 12:43 PM,Thursday,Auto,Bicycle,,Walden St,RICHARD AVE,"Walden St & RICHARD AVE Cambridge, MA",,,
30225,1/3/12 9:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Willow St," Cambridge St & Willow St Cambridge, MA",42.37256,-71.091821,"(42.37256, -71.091821)"
30226,1/3/12 3:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102083,"(42.364424, -71.102083)"
30229,5/5/12 7:21 AM,Thursday,Auto,Bicycle,98,Hampshire St,,"98 Hampshire St Cambridge, MA",42.368998,-71.095299,"(42.368998, -71.095299)"
30231,1/5/12 5:39 PM,Thursday,Auto,Bicycle,,Hampshire St,Tremont St," Hampshire St & Tremont St Cambridge, MA",42.371501,-71.098121,"(42.371501, -71.098121)"
30238,1/6/12 5:22 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389,-71.096953,"(42.361389, -71.096953)"
30242,1/9/12 9:30 AM,Monday,Auto,Bicycle,,Massachusetts Ave,Landsdowne St," Massachusetts Ave & Landsdowne St Cambridge, MA",42.361746,-71.097556,"(42.361746, -71.097556)"
30252,1/11/12 7:18 AM,Wednesday,Auto,Bicycle,1688,Massachusetts Ave,,"1688 Massachusetts Ave Cambridge, MA",42.382726,-71.11981,"(42.382726, -71.11981)"
30270,1/14/12 3:14 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,EXETER PARK," Massachusetts Ave & EXETER PARK Cambridge, MA",42.384803,-71.119405,"(42.384803, -71.119405)"
30303,1/22/12 2:30 PM,Sunday,Auto,Bicycle,,Cambridge St,SPRINGFIELD ST," Cambridge St & SPRINGFIELD ST Cambridge, MA",42.373689,-71.100529,"(42.373689, -71.100529)"
30329,1/27/12 6:20 PM,Friday,Auto,Bicycle,,Walden St,Raymond St," Walden St & Raymond St Cambridge, MA",42.387396,-71.127554,"(42.387396, -71.127554)"
30347,2/2/12 9:04 AM,Thursday,Auto,Bicycle,,HURON AVE,RESERVOIR ST," HURON AVE & RESERVOIR ST Cambridge, MA",42.381423,-71.135808,"(42.381423, -71.135808)"
30352,2/2/12 6:21 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,Rice St," Massachusetts Ave & Rice St Cambridge, MA",42.395333,-71.127921,"(42.395333, -71.127921)"
30355,2/3/12 1:30 PM,Friday,Auto,Bicycle,287,Broadway,,"287 Broadway Cambridge, MA",42.368469,-71.098563,"(42.368469, -71.098563)"
30358,2/3/12 6:17 PM,Friday,Auto,Bicycle,,Hampshire St,Bristol St," Hampshire St & Bristol St Cambridge, MA",42.367952,-71.093803,"(42.367952, -71.093803)"
30361,2/5/12 3:00 PM,Sunday,Auto,Bicycle,,MOUNT AUBURN ST,Brattle St," MOUNT AUBURN ST & Brattle St Cambridge, MA",42.375282,-71.145695,"(42.375282, -71.145695)"
30364,2/3/12 2:52 PM,Friday,Auto,Bicycle,,Cambridge St,SPRINGFIELD ST," Cambridge St & SPRINGFIELD ST Cambridge, MA",42.373689,-71.100529,"(42.373689, -71.100529)"
30382,2/9/12 5:10 PM,Thursday,Auto,Bicycle,1975,Massachusetts Ave,,"1975 Massachusetts Ave Cambridge, MA",42.390201,-71.120625,"(42.390201, -71.120625)"
30411,2/17/12 3:00 PM,Friday,Auto,Bicycle,2274,Massachusetts Ave,,"2274 Massachusetts Ave Cambridge, MA",42.368925,-71.110257,"(42.368925, -71.110257)"
30426,2/22/12 5:49 PM,Wednesday,Auto,Bicycle,,Broadway,Amory St," Broadway & Amory St Cambridge, MA",42.369702,-71.102,"(42.369702, -71.102)"
30431,2/23/12 2:00 PM,Thursday,Auto,Bicycle,,Western Ave,Putnam Ave," Western Ave & Putnam Ave Cambridge, MA",42.364484,-71.113893,"(42.364484, -71.113893)"
30438,2/23/12 7:44 AM,Thursday,Auto,Bicycle,,DAVENPORT ST,Massachusetts Ave," DAVENPORT ST & Massachusetts Ave Cambridge, MA",42.389419,-71.120032,"(42.389419, -71.120032)"
30453,2/29/12 9:45 PM,Wednesday,Auto,Bicycle,,ELM ST,Broadway," ELM ST & Broadway Cambridge, MA",42.368203,-71.098201,"(42.368203, -71.098201)"
30454,2/28/12 9:14 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Walden St," Massachusetts Ave & Walden St Cambridge, MA",42.391373,-71.123272,"(42.391373, -71.123272)"
30459,2/28/12 6:45 PM,Tuesday,Bus (Other),Bicycle,,Broadway,Hampshire St," Broadway & Hampshire St Cambridge, MA",42.365435,-71.091112,"(42.365435, -71.091112)"
30485,3/7/12 7:57 PM,Wednesday,Auto,Bicycle,1,Hampshire St,,"1 Hampshire St Cambridge, MA",42.365232,-71.090065,"(42.365232, -71.090065)"
30490,3/8/12 6:21 PM,Thursday,Auto,Bicycle,164,Hampshire St,,"164 Hampshire St Cambridge, MA",42.371792,-71.098651,"(42.371792, -71.098651)"
30494,3/9/12 1:08 PM,Friday,Auto,Bicycle,,SPRINGFIELD ST,Cambridge St," SPRINGFIELD ST & Cambridge St Cambridge, MA",42.373689,-71.100529,"(42.373689, -71.100529)"
30495,3/9/12 12:00 AM,Friday,Auto,Bicycle,831,Massachusetts Ave,,"831 Massachusetts Ave Cambridge, MA",42.367211,-71.106461,"(42.367211, -71.106461)"
30501,3/12/12 7:59 PM,Monday,Auto,Bicycle,,Galileo Galilei Way,Broadway," Galileo Galilei Way & Broadway Cambridge, MA",42.364802,-71.089413,"(42.364802, -71.089413)"
30527,3/20/12 10:22 PM,Tuesday,Auto,Bicycle,1731,Massachusetts Ave,,"1731 Massachusetts Ave Cambridge, MA",42.384182,-71.119283,"(42.384182, -71.119283)"
30528,3/20/12 5:42 PM,Tuesday,Auto,Bicycle,125,MOUNT AUBURN ST,,"125 MOUNT AUBURN ST Cambridge, MA",42.373444,-71.122898,"(42.373444, -71.122898)"
30550,3/26/12 3:37 PM,Monday,Auto,Bicycle,,FRESH POND PKY,HURON AVE," FRESH POND PKY & HURON AVE Cambridge, MA",42.379976,-71.144533,"(42.379976, -71.144533)"
30555,3/28/12 8:04 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Russell St," Massachusetts Ave & Russell St Cambridge, MA",42.391769,-71.12387,"(42.391769, -71.12387)"
30564,3/30/12 3:49 PM,Friday,Auto,Bicycle,265,Allston St,MAGAZINE ST,"265 Allston St Cambridge, MA",42.360118,-71.110633,"(42.360118, -71.110633)"
30565,3/30/12 10:02 PM,Friday,Auto,Bicycle,1124,Cambridge St,,"1124 Cambridge St Cambridge, MA",42.372999,-71.09592,"(42.372999, -71.09592)"
30573,4/2/12 12:20 PM,Monday,Auto,Bicycle,,Cambridge St,SUMNER RD," Cambridge St & SUMNER RD Cambridge, MA",42.375266,-71.112729,"(42.375266, -71.112729)"
30578,4/3/12 3:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)"
30580,3/23/12 6:30 PM,,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)"
30587,4/4/12 5:39 PM,Wednesday,Auto,Bicycle,243,Broadway,,"243 Broadway Cambridge, MA",42.367278,-71.095586,"(42.367278, -71.095586)"
30588,4/4/12 7:08 PM,Wednesday,Auto,Bicycle,,Bishop Allen Dr,Columbia St," Bishop Allen Dr & Columbia St Cambridge, MA",42.364154,-71.099474,"(42.364154, -71.099474)"
30594,4/5/12 12:15 PM,Thursday,Auto,Bicycle,710,MAIN ST,,"710 MAIN ST Cambridge, MA",42.362968,-71.095019,"(42.362968, -71.095019)"
30598,4/7/12 12:59 AM,Saturday,Bicycle,Parked Vehicle,,Western Ave,Massachusetts Ave," Western Ave & Massachusetts Ave Cambridge, MA",42.365574,-71.103991,"(42.365574, -71.103991)"
