Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
32894,9/8/14 5:30 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Albany St,"Massachusetts Ave & Albany St Cambridge, MA",42.3608284,-71.0960159,"(42.3608284, -71.0960159)"
32898,9/18/14 9:19 AM,Thursday,Auto,Bicycle,,Cambridge St,Windsor St,"Cambridge St & Windsor St Cambridge, MA",42.3727493,-71.0932846,"(42.3727493, -71.0932846)"
32911,11/5/14 8:45 PM,Wednesday,Auto,Bicycle,,Concord Ave,,"Concord Ave Cambridge, MA",,,
32923,11/8/14 10:20 AM,Saturday,Auto,Bicycle,,GARDEN ST,Waterhouse St,"GARDEN ST & Waterhouse St Cambridge, MA",42.3773079,-71.1228638,"(42.3773079, -71.1228638)"
32924,11/7/14 8:59 PM,Friday,Auto,Bicycle,1555,Massachusetts Ave,Waterhouse St,"1555 Massachusetts Ave Cambridge, MA",42.3788147,-71.1200562,"(42.3788147, -71.1200562)"
32927,11/7/14 7:45 AM,Friday,Auto,Bicycle,,Massachusetts Ave,Rindge Ave,"Massachusetts Ave & Rindge Ave Cambridge, MA",42.3926163,-71.1248703,"(42.3926163, -71.1248703)"
32959,10/3/14 10:46 AM,Friday,Auto,Bicycle,,QUINCY SQ,OXFORD AVE,"QUINCY SQ & OXFORD AVE Cambridge, MA",,,
32967,10/9/14 6:24 AM,Thursday,Auto,Bicycle,,Inman St,Hampshire St,"Inman St & Hampshire St Cambridge, MA",42.3734741,-71.1005325,"(42.3734741, -71.1005325)"
32968,10/9/14 5:47 PM,Thursday,Auto,Bicycle,173,MOUNT AUBURN ST,,"173 MOUNT AUBURN ST Cambridge, MA",42.3744354,-71.1264801,"(42.3744354, -71.1264801)"
33009,10/25/14 1:28 AM,Saturday,Auto,Bicycle,35,Massachusetts Ave,White St,"35 Massachusetts Ave Cambridge, MA",42.3582993,-71.0931473,"(42.3582993, -71.0931473)"
33014,10/30/14 4:24 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,MEMORIAL DR,"Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.3573647,-71.0925674,"(42.3573647, -71.0925674)"
33017,11/6/14 2:45 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",,,
33022,11/12/14 11:58 AM,Wednesday,Auto,Bicycle,505,GREEN ST,,"505 GREEN ST Cambridge, MA",42.3671265,-71.1082001,"(42.3671265, -71.1082001)"
33025,11/13/14 10:23 AM,Thursday,Auto,Bicycle,1310,Cambridge St,,"1310 Cambridge St Cambridge, MA",42.3735733,-71.0996475,"(42.3735733, -71.0996475)"
33027,11/13/14 6:55 PM,Thursday,Auto,Bicycle,,ELM ST,Cambridge St,"ELM ST & Cambridge St Cambridge, MA",42.3730164,-71.0953445,"(42.3730164, -71.0953445)"
33034,11/14/14 10:27 AM,Friday,Auto,Bicycle,,Cambridge St,OAKLAND ST,"Cambridge St & OAKLAND ST Cambridge, MA",42.3735123,-71.0991516,"(42.3735123, -71.0991516)"
33038,11/15/14 10:57 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",,,
33050,11/18/14 8:10 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,PEARL ST,"Massachusetts Ave & PEARL ST Cambridge, MA",42.3647118,-71.1025696,"(42.3647118, -71.1025696)"
33067,11/21/14 9:01 PM,Friday,Auto,Bicycle,,Sellers St,Massachusetts Ave,"Sellers St & Massachusetts Ave Cambridge, MA",42.3671951,-71.1066589,"(42.3671951, -71.1066589)"
33081,11/24/14 7:28 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Washburn Ave,"Massachusetts Ave & Washburn Ave Cambridge, MA",42.3988228,-71.131958,"(42.3988228, -71.131958)"
33139,12/2/14 6:04 PM,Tuesday,Auto,Bicycle,,Cambridge St,Trowbridge St,"Cambridge St & Trowbridge St Cambridge, MA",42.3749199,-71.1100616,"(42.3749199, -71.1100616)"
33142,12/4/14 5:18 PM,Thursday,Auto,Bicycle,,KIRKLAND ST,MYRTLE AVE,"KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.3779678,-71.1078262,"(42.3779678, -71.1078262)"
33151,12/7/14 3:41 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,Blanche St,"Massachusetts Ave & Blanche St Cambridge, MA",42.362648,-71.0990677,"(42.362648, -71.0990677)"
33167,12/11/14 8:00 AM,Thursday,Auto,Bicycle,,Broadway,Portland St,"Broadway & Portland St Cambridge, MA",42.3657913,-71.0920715,"(42.3657913, -71.0920715)"
33169,12/11/14 7:50 PM,Thursday,Auto,Bicycle,,Columbia St,Webster Ave,"Columbia St & Webster Ave Cambridge, MA",42.3732147,-71.094429,"(42.3732147, -71.094429)"
33185,12/15/14 7:29 PM,Monday,Auto,Bicycle,1899,Massachusetts Ave,SOMERVILLE AVE,"1899 Massachusetts Ave Cambridge, MA",42.3885727,-71.1195374,"(42.3885727, -71.1195374)"
33188,12/16/14 9:50 AM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,Dewolfe St,"MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.3710785,-71.1161194,"(42.3710785, -71.1161194)"
33191,12/16/14 9:50 AM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,Dewolfe St,"MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.3710785,-71.1161194,"(42.3710785, -71.1161194)"
33203,12/18/14 12:42 AM,Thursday,Auto,Bicycle,,Hampshire St,Cardinal Medeiros Ave,"Hampshire St & Cardinal Medeiros Ave Cambridge, MA",42.3662949,-71.0917816,"(42.3662949, -71.0917816)"
33209,12/19/14 4:30 PM,Friday,Auto,Bicycle,25,Dewolfe St,,"25 Dewolfe St Cambridge, MA",42.369606,-71.1169891,"(42.369606, -71.1169891)"
33219,12/23/14 6:02 PM,Tuesday,Auto,Bicycle,,HARVARD ST,Portland St,"HARVARD ST & Portland St Cambridge, MA",42.3648453,-71.0926056,"(42.3648453, -71.0926056)"
33241,12/30/14 4:20 PM,Tuesday,Auto,Bicycle,,Cambridge St,Hampshire St,"Cambridge St & Hampshire St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)"
